Node_ID,Users,Traffic_Load_Mbps,CQI,SNR_dB,Latency_Req_ms,Available_Channels,Power_mW,Edge_CPU%,Action_Channel,Action_Power,Action_Routing,Offloading,Throughput_Mbps,Latency_ms,Energy_mJ,Reward_Score
1050,14,22.8,12,29.81,30,7,51,45,Ch7,239,Path_A,1,20.81,31.43,71.26,0.293
1051,9,86.53,1,11.02,10,1,213,38,Ch8,228,Path_B,1,6.04,47.23,188.47,-0.15
1052,14,82.81,6,26.86,50,9,196,28,Ch5,112,Path_D,1,14.65,37.83,167.76,0.093
1053,37,56.38,5,25.77,30,1,184,80,Ch4,117,Path_C,1,8.55,47.26,188.76,-0.094
1054,42,72.47,9,10.62,30,5,203,39,Ch7,255,Path_B,0,2.03,51.48,184.25,-0.257
1055,17,34.86,2,14.98,50,7,256,69,Ch1,193,Path_A,1,7.7,43.41,241.51,-0.113
1056,35,49.76,8,15.24,5,3,160,99,Ch6,261,Path_D,0,8.12,48.29,176.61,-0.104
1057,40,83.06,11,29.46,30,9,297,41,Ch8,201,Path_D,0,17.18,47.26,248.32,0.078
1058,49,48.63,5,9.52,20,8,87,32,Ch7,55,Path_B,0,1.0,57.06,81.01,-0.271
1059,28,38.99,2,24.98,30,3,180,31,Ch2,168,Path_D,0,8.17,54.79,166.6,-0.13
1060,19,51.95,13,13.35,5,5,151,29,Ch7,106,Path_C,1,12.71,31.39,136.24,0.091
1061,33,83.68,10,23.27,5,7,257,84,Ch6,80,Path_B,1,12.47,39.37,245.99,0.011
1062,12,36.84,11,15.5,10,4,243,49,Ch5,55,Path_B,1,12.92,32.15,224.49,0.061
1063,9,21.51,11,19.46,20,5,144,27,Ch4,276,Path_D,1,16.04,30.17,123.05,0.175
1064,33,72.64,12,25.82,5,3,141,40,Ch1,256,Path_A,0,17.61,43.56,131.67,0.145
1065,8,83.47,6,25.1,50,9,120,41,Ch2,206,Path_A,0,11.92,45.53,117.19,0.014
1066,16,14.56,10,26.66,20,9,271,37,Ch7,116,Path_A,0,21.68,39.6,233.09,0.219
1067,49,27.79,8,6.49,20,7,220,85,Ch10,252,Path_A,1,1.0,45.62,219.0,-0.265
1068,6,18.49,4,22.3,50,2,299,67,Ch3,180,Path_B,1,13.07,40.01,271.76,0.012
1069,31,38.05,2,8.5,30,7,239,63,Ch5,205,Path_B,1,1.46,51.02,215.7,-0.279
1070,35,47.78,12,15.4,50,7,248,28,Ch8,123,Path_D,1,7.4,38.26,213.31,-0.086
1071,40,76.14,11,18.71,50,5,277,86,Ch8,163,Path_A,0,8.83,43.99,257.96,-0.096
1072,40,66.86,5,15.07,30,9,270,73,Ch6,146,Path_A,1,3.29,48.35,253.33,-0.238
1073,30,63.99,15,17.99,30,3,73,45,Ch5,225,Path_D,1,17.73,32.27,87.77,0.215
1074,47,38.48,12,29.91,30,4,293,45,Ch2,129,Path_D,0,15.06,47.51,255.49,0.027
1075,31,84.94,2,8.38,30,1,216,53,Ch9,172,Path_D,0,1.0,55.37,193.44,-0.301
1076,9,49.77,2,21.89,30,6,117,27,Ch1,187,Path_C,1,9.57,42.7,106.47,-0.022
1077,24,98.01,15,14.9,50,4,177,29,Ch2,82,Path_D,1,15.62,34.63,151.94,0.135
1078,15,65.24,6,8.33,10,1,142,67,Ch1,277,Path_D,0,9.32,46.67,150.07,-0.061
1079,14,17.0,11,8.97,10,2,93,74,Ch4,244,Path_C,1,12.48,32.3,110.66,0.09
1080,44,69.24,10,28.73,5,3,182,73,Ch4,246,Path_A,0,13.4,49.5,190.65,0.003
1081,42,35.88,9,26.99,10,9,104,97,Ch5,189,Path_B,0,13.65,48.91,137.51,0.029
1082,10,70.2,13,27.68,10,8,270,59,Ch5,234,Path_A,1,23.4,29.8,244.73,0.299
1083,12,11.62,4,29.79,50,7,207,34,Ch8,93,Path_B,0,16.71,47.84,186.18,0.086
1084,27,21.61,6,10.21,30,4,78,37,Ch3,62,Path_B,1,6.73,44.24,78.93,-0.083
1085,30,86.3,7,13.89,30,1,203,42,Ch6,201,Path_D,1,8.75,43.33,183.57,-0.069
1086,47,26.58,13,21.73,50,8,260,81,Ch3,221,Path_D,1,11.61,37.43,246.69,0.0
1087,16,84.52,11,17.1,10,4,203,65,Ch2,106,Path_C,1,15.43,36.21,198.73,0.107
1088,30,31.53,6,15.46,50,3,86,58,Ch8,145,Path_A,0,5.76,48.59,104.96,-0.134
1089,17,66.07,8,13.95,5,9,268,34,Ch1,193,Path_A,1,8.13,36.06,235.39,-0.067
1090,44,70.94,4,19.84,30,4,271,72,Ch9,273,Path_B,1,3.78,51.88,257.41,-0.245
1091,22,53.7,12,19.39,20,4,164,83,Ch7,158,Path_D,0,14.74,37.16,177.32,0.095
1092,29,34.0,15,9.04,5,9,230,82,Ch10,278,Path_D,1,7.4,31.12,227.76,-0.058
1093,37,25.2,1,16.79,5,2,207,99,Ch4,169,Path_A,1,3.52,55.63,209.4,-0.252
1094,44,8.15,7,18.84,50,5,52,35,Ch3,149,Path_C,1,1.0,49.19,67.6,-0.23
1095,47,33.87,3,19.26,10,4,171,89,Ch6,198,Path_D,1,8.06,55.82,190.32,-0.145
1096,16,67.05,14,10.25,30,9,92,85,Ch9,160,Path_C,0,16.13,33.34,114.93,0.165
1097,48,94.14,6,23.56,20,5,56,32,Ch9,253,Path_A,0,6.46,55.47,58.95,-0.134
1098,40,87.76,2,5.63,5,9,174,66,Ch4,100,Path_A,1,1.0,54.61,175.26,-0.292
1099,8,77.78,9,13.87,20,9,98,28,Ch10,70,Path_C,0,13.14,36.26,95.15,0.092
1100,9,79.9,1,24.51,10,2,170,82,Ch5,109,Path_D,0,10.08,52.06,175.99,-0.078
1101,41,68.17,6,19.1,10,9,122,53,Ch9,228,Path_A,0,6.54,51.11,117.85,-0.133
1102,12,29.73,6,11.53,20,3,294,48,Ch2,70,Path_B,0,7.88,47.66,260.73,-0.135
1103,46,91.18,5,22.37,30,4,90,56,Ch2,156,Path_A,1,5.8,50.69,102.76,-0.142
1104,32,68.72,13,19.18,10,1,155,62,Ch5,175,Path_D,0,13.95,39.82,158.63,0.071
1105,35,58.24,5,24.91,20,1,126,83,Ch1,294,Path_B,1,6.83,46.85,144.05,-0.115
1106,13,15.54,1,23.38,5,1,256,43,Ch8,183,Path_A,1,9.97,46.46,224.94,-0.071
1107,33,47.47,10,20.25,20,9,231,90,Ch5,122,Path_D,0,11.85,48.31,234.77,-0.041
1108,18,48.73,12,17.2,20,8,176,53,Ch10,242,Path_D,1,14.86,33.81,167.63,0.116
1109,44,87.13,5,8.33,50,5,246,67,Ch2,125,Path_A,0,1.0,53.38,227.98,-0.304
1110,45,56.93,2,11.53,10,5,270,31,Ch9,235,Path_D,1,1.0,57.76,230.6,-0.325
1111,26,41.14,7,15.48,30,9,276,42,Ch2,127,Path_C,1,7.43,44.09,233.07,-0.119
1112,15,97.8,3,19.98,30,3,140,98,Ch7,183,Path_B,0,9.84,49.58,160.09,-0.066
1113,27,15.52,13,17.84,50,3,204,32,Ch8,114,Path_C,1,16.51,34.06,182.64,0.147
1114,5,45.14,15,12.2,30,7,57,64,Ch6,135,Path_A,0,16.94,28.98,79.3,0.216
1115,41,8.99,4,5.16,20,9,81,84,Ch7,83,Path_C,1,1.0,54.26,114.4,-0.269
1116,25,75.29,3,17.41,50,6,261,66,Ch1,105,Path_A,1,5.91,46.81,240.49,-0.168
1117,30,92.22,3,12.14,5,2,113,77,Ch4,124,Path_A,0,4.94,54.72,131.34,-0.189
1118,40,31.6,4,23.37,10,1,187,24,Ch7,52,Path_D,0,6.37,55.36,165.56,-0.172
1119,27,86.54,5,5.6,10,2,62,96,Ch1,219,Path_D,0,3.97,48.45,109.31,-0.174
1120,5,32.76,1,19.62,10,1,240,24,Ch1,239,Path_A,1,9.4,48.29,204.72,-0.085
1121,44,91.52,4,28.54,20,9,142,79,Ch6,55,Path_B,0,6.95,55.43,147.88,-0.154
1122,19,76.63,12,9.36,5,8,212,40,Ch4,55,Path_B,0,11.84,38.03,193.84,0.021
1123,25,81.47,12,16.79,50,7,110,43,Ch3,240,Path_B,0,12.39,36.89,118.83,0.064
1124,13,6.71,11,7.29,50,3,231,37,Ch5,197,Path_C,0,11.09,36.8,201.69,0.007
1125,13,96.47,8,20.64,10,8,57,40,Ch9,198,Path_A,1,8.66,37.53,69.81,-0.006
1126,14,74.03,10,18.76,5,2,78,73,Ch10,51,Path_D,1,14.59,32.96,105.04,0.136
1127,30,33.95,7,15.18,5,2,144,29,Ch10,267,Path_C,1,6.27,44.38,134.79,-0.113
1128,45,83.79,9,18.03,5,3,90,43,Ch10,272,Path_C,1,5.09,44.6,94.13,-0.126
1129,39,31.74,5,27.41,30,7,207,79,Ch3,139,Path_D,1,8.8,50.94,201.61,-0.11
1130,29,87.91,13,9.91,30,1,263,76,Ch5,105,Path_A,1,8.41,36.24,247.99,-0.066
1131,30,15.7,15,5.56,10,8,198,42,Ch10,145,Path_C,0,8.68,35.62,181.69,-0.034
1132,15,71.85,10,26.54,5,7,253,41,Ch5,59,Path_A,1,15.54,34.62,227.44,0.107
1133,42,56.37,4,19.43,5,4,60,87,Ch9,136,Path_A,0,5.15,56.88,93.17,-0.182
1134,6,14.17,8,27.27,50,5,51,53,Ch10,299,Path_A,0,21.57,40.73,65.4,0.269
1135,11,27.98,9,19.92,50,1,227,89,Ch4,119,Path_D,0,15.52,39.82,228.88,0.082
1136,22,6.18,13,25.25,10,4,218,47,Ch1,200,Path_A,0,20.24,37.39,202.2,0.208
1137,31,49.53,7,15.74,5,1,243,58,Ch10,269,Path_C,1,9.46,43.43,225.3,-0.068
1138,38,33.62,14,23.75,10,1,275,61,Ch5,162,Path_D,1,17.95,35.57,246.32,0.15
1139,31,61.84,7,27.83,50,1,180,42,Ch1,79,Path_D,1,17.06,45.75,164.09,0.111
1140,21,33.24,5,19.3,50,7,129,89,Ch6,177,Path_C,0,8.45,49.77,152.44,-0.095
1141,47,33.49,4,9.52,30,7,228,99,Ch10,127,Path_D,1,1.0,54.15,224.98,-0.307
1142,48,75.6,14,11.72,10,4,245,21,Ch10,214,Path_C,1,9.03,39.48,196.03,-0.05
1143,28,9.57,10,9.97,10,2,136,43,Ch7,104,Path_B,1,8.8,38.17,137.84,-0.029
1144,29,90.78,1,11.17,5,3,298,36,Ch1,273,Path_C,1,2.14,52.68,258.96,-0.286
1145,11,85.97,10,12.66,5,8,291,84,Ch10,98,Path_D,1,15.91,31.67,277.83,0.112
1146,10,68.44,10,18.88,30,8,261,89,Ch4,83,Path_C,1,15.46,34.9,247.92,0.097
1147,28,61.36,7,19.7,20,6,202,88,Ch9,154,Path_B,0,10.7,43.73,209.29,-0.037
1148,37,89.77,1,15.66,20,9,207,79,Ch1,221,Path_A,0,1.0,59.47,206.48,-0.325
1149,33,22.61,1,20.39,20,9,259,69,Ch9,292,Path_A,1,8.67,55.11,233.78,-0.143
1150,47,12.5,5,7.04,10,4,155,31,Ch8,71,Path_A,0,1.0,54.55,146.62,-0.282
1151,26,27.75,13,7.19,10,1,188,66,Ch5,80,Path_D,0,8.18,38.9,184.19,-0.062
1152,30,80.48,9,9.3,50,1,270,86,Ch6,184,Path_B,1,5.16,39.48,257.02,-0.157
1153,32,8.29,6,17.95,10,5,66,84,Ch7,154,Path_C,0,6.09,50.05,92.91,-0.129
1154,25,60.37,3,10.35,10,2,203,46,Ch4,198,Path_C,1,1.12,49.42,175.32,-0.265
1155,11,99.57,13,12.08,10,6,297,67,Ch6,65,Path_C,0,13.19,34.1,274.07,0.042
1156,21,86.29,3,15.01,30,7,298,81,Ch7,69,Path_C,1,2.97,43.75,280.21,-0.233
1157,24,54.54,7,25.3,10,1,72,63,Ch6,92,Path_D,0,11.88,45.24,88.13,0.024
1158,45,11.05,6,5.35,5,6,233,38,Ch6,221,Path_D,0,2.37,55.96,211.79,-0.28
1159,24,83.98,9,21.23,5,8,229,78,Ch2,96,Path_B,0,14.49,44.37,215.28,0.043
1160,26,61.9,6,21.72,50,5,97,27,Ch5,163,Path_C,0,12.31,51.42,88.12,0.005
1161,32,15.92,5,24.97,30,7,69,74,Ch3,68,Path_A,1,12.44,49.62,87.95,0.016
1162,44,13.92,10,28.32,5,6,286,66,Ch7,97,Path_D,0,17.03,47.69,260.41,0.068
1163,11,91.41,7,5.5,30,4,51,21,Ch4,273,Path_B,1,2.61,41.55,51.64,-0.153
1164,5,68.57,1,8.84,30,7,137,58,Ch1,256,Path_B,1,1.76,45.04,140.75,-0.218
1165,36,83.78,12,27.15,50,9,80,64,Ch6,246,Path_D,0,14.37,41.36,94.27,0.095
1166,17,88.5,7,16.46,30,7,204,51,Ch6,188,Path_A,0,9.49,43.65,184.31,-0.055
1167,34,59.32,3,19.11,10,5,179,84,Ch7,256,Path_A,1,4.55,47.31,193.63,-0.185
1168,27,54.16,14,21.58,30,7,298,57,Ch8,206,Path_C,0,15.7,39.51,278.96,0.07
1169,23,45.89,9,21.98,50,3,127,96,Ch3,291,Path_D,1,14.03,40.79,150.32,0.071
1170,36,35.11,15,28.29,50,2,53,30,Ch6,94,Path_A,0,19.02,36.78,53.62,0.234
1171,34,46.29,6,29.92,50,5,290,29,Ch10,245,Path_D,1,11.51,45.86,253.88,-0.044
1172,33,78.52,9,23.0,5,4,190,78,Ch2,290,Path_B,0,7.75,46.54,183.77,-0.107
1173,49,62.18,13,12.18,10,5,277,74,Ch9,213,Path_B,0,4.7,43.76,256.93,-0.187
1174,33,89.79,15,26.99,5,8,212,39,Ch2,225,Path_B,1,17.8,29.77,185.62,0.195
1175,34,47.12,5,6.23,20,4,285,36,Ch3,136,Path_D,1,1.0,47.38,240.2,-0.28
1176,20,62.67,7,10.78,10,9,295,87,Ch10,64,Path_C,1,4.73,40.02,278.1,-0.176
1177,44,64.97,13,27.43,30,7,177,24,Ch2,159,Path_C,0,14.33,43.12,149.28,0.068
1178,23,61.21,14,11.4,50,7,296,79,Ch9,221,Path_A,0,10.04,36.23,276.36,-0.039
1179,22,71.75,4,10.52,20,8,249,42,Ch1,244,Path_D,0,3.81,52.74,220.34,-0.236
1180,5,27.56,15,8.45,10,6,243,65,Ch5,145,Path_C,0,13.08,28.55,223.79,0.082
1181,18,53.67,7,26.48,5,8,183,71,Ch1,251,Path_D,1,13.54,40.16,180.05,0.053
1182,6,14.9,13,17.5,50,3,80,29,Ch5,217,Path_C,1,15.33,28.39,77.35,0.183
1183,32,41.53,1,21.87,5,1,295,65,Ch8,151,Path_B,0,5.03,58.93,272.55,-0.255
1184,34,51.33,7,10.98,10,6,187,47,Ch8,135,Path_B,0,2.56,48.78,172.36,-0.229
1185,42,66.96,8,23.95,10,1,285,62,Ch8,191,Path_A,0,11.79,50.74,263.12,-0.063
1186,8,95.3,5,24.0,20,9,70,45,Ch2,240,Path_B,1,15.21,40.72,81.43,0.122
1187,5,62.06,2,12.81,30,2,283,74,Ch8,130,Path_C,1,6.87,41.81,266.26,-0.133
1188,12,75.64,5,15.27,5,2,251,67,Ch5,262,Path_A,0,7.64,48.0,241.24,-0.136
1189,33,53.1,6,10.24,20,7,72,48,Ch1,100,Path_A,1,4.08,48.05,76.0,-0.159
1190,43,65.24,12,29.41,50,2,180,46,Ch7,161,Path_B,0,17.09,43.82,164.63,0.121
1191,7,11.74,2,21.14,30,8,209,37,Ch6,256,Path_D,0,11.06,49.39,194.52,-0.05
1192,36,29.17,14,28.36,20,6,197,79,Ch5,235,Path_B,1,21.39,35.76,195.81,0.243
1193,14,39.38,6,12.58,5,7,251,93,Ch1,64,Path_B,1,9.21,39.38,233.22,-0.058
1194,14,49.89,6,24.55,10,7,78,88,Ch1,114,Path_A,1,16.1,40.92,105.39,0.132
1195,23,9.34,1,24.15,50,6,154,93,Ch6,137,Path_B,1,8.54,50.64,170.37,-0.104
1196,38,18.3,14,22.29,5,9,101,40,Ch10,232,Path_C,0,16.1,38.2,87.71,0.151
1197,37,31.3,1,29.14,30,9,164,43,Ch7,296,Path_A,1,6.38,55.29,159.37,-0.17
1198,27,97.3,14,14.84,30,7,223,22,Ch10,125,Path_B,1,12.3,30.45,185.83,0.069
1199,32,36.48,11,8.27,10,9,211,81,Ch10,59,Path_D,1,7.23,39.51,210.94,-0.095
1200,36,50.79,10,21.79,10,3,150,21,Ch1,287,Path_C,1,12.38,39.79,129.37,0.046
1201,11,23.63,3,23.23,50,3,133,85,Ch9,283,Path_D,0,12.83,48.56,142.46,0.011
1202,33,63.02,14,19.38,50,1,110,61,Ch4,91,Path_C,0,16.49,40.96,113.15,0.138
1203,12,31.66,10,10.17,10,5,174,53,Ch5,293,Path_D,1,7.84,34.34,161.02,-0.04
1204,5,24.66,10,17.61,10,4,249,61,Ch2,144,Path_B,1,13.86,29.88,235.13,0.089
1205,7,54.07,15,12.8,30,2,120,39,Ch10,60,Path_C,0,17.46,28.08,114.76,0.219
1206,28,5.52,12,15.69,10,9,119,87,Ch8,167,Path_A,0,10.4,39.5,136.09,0.001
1207,27,5.73,3,21.13,20,3,188,64,Ch2,193,Path_A,1,14.32,49.19,177.73,0.029
1208,12,25.81,4,23.63,5,8,157,94,Ch3,174,Path_D,0,13.65,48.14,178.58,0.019
1209,41,8.49,2,10.81,10,6,259,61,Ch9,250,Path_D,0,1.0,58.04,245.02,-0.332
1210,7,15.26,9,15.13,50,5,292,66,Ch2,288,Path_D,0,12.33,36.85,272.52,0.01
1211,37,37.19,10,11.73,20,1,283,24,Ch6,127,Path_C,0,5.5,46.52,240.86,-0.176
1212,32,81.25,12,9.97,50,4,298,68,Ch4,196,Path_A,1,8.25,36.33,273.85,-0.079
1213,12,59.34,11,24.58,20,3,270,56,Ch7,208,Path_B,0,18.91,40.34,237.92,0.152
1214,38,53.7,14,27.73,10,1,266,53,Ch6,250,Path_C,0,16.55,40.45,238.07,0.099
1215,39,32.88,7,14.26,5,5,240,92,Ch10,277,Path_D,1,4.38,48.92,234.58,-0.21
1216,36,93.52,7,23.78,50,6,70,89,Ch9,230,Path_A,1,12.98,43.54,91.37,0.055
1217,28,42.72,15,27.42,20,2,287,37,Ch9,280,Path_D,1,22.88,28.54,253.39,0.29
1218,18,13.27,6,26.15,30,3,180,97,Ch10,295,Path_B,0,14.78,44.72,189.02,0.057
1219,36,63.62,15,9.57,10,6,131,38,Ch4,139,Path_B,1,6.9,35.08,129.78,-0.054
1220,47,15.81,3,28.91,5,4,137,97,Ch1,57,Path_A,0,8.53,62.23,162.51,-0.155
1221,20,37.8,6,14.42,10,9,160,59,Ch2,201,Path_C,1,11.12,40.83,160.28,0.003
1222,8,53.2,15,13.48,30,5,279,36,Ch8,185,Path_B,0,19.88,29.21,244.26,0.223
1223,41,88.05,14,6.56,5,4,59,79,Ch10,260,Path_B,1,7.75,34.55,83.62,-0.017
1224,25,51.89,12,17.15,30,2,204,61,Ch8,160,Path_B,1,16.02,31.78,202.99,0.14
1225,18,71.71,8,7.73,10,6,61,91,Ch2,225,Path_B,0,6.77,44.48,94.52,-0.088
1226,35,99.32,8,11.21,20,2,56,84,Ch4,207,Path_D,1,6.26,43.83,88.31,-0.095
1227,22,17.49,11,12.92,10,7,194,72,Ch1,107,Path_D,1,9.5,35.12,187.95,-0.016
1228,11,31.1,13,25.22,10,3,242,26,Ch7,135,Path_C,1,21.39,26.7,201.94,0.283
1229,14,42.48,9,26.89,10,9,241,24,Ch4,104,Path_A,1,20.5,38.16,207.19,0.208
1230,11,45.07,15,12.56,50,5,299,43,Ch8,250,Path_A,1,14.9,25.04,261.79,0.126
1231,37,44.05,1,26.47,30,8,163,47,Ch9,171,Path_A,0,4.91,60.4,149.95,-0.223
1232,27,91.22,14,26.43,30,6,75,81,Ch9,299,Path_B,0,19.21,34.92,93.31,0.234
1233,25,72.83,1,24.12,30,8,64,36,Ch3,239,Path_D,1,7.41,50.71,62.85,-0.092
1234,23,62.75,3,8.67,50,3,292,39,Ch5,157,Path_D,1,3.43,47.84,259.08,-0.235
1235,23,34.39,3,22.26,20,3,82,22,Ch6,97,Path_C,0,8.02,52.89,73.53,-0.092
1236,40,83.26,10,28.63,10,5,111,56,Ch6,181,Path_A,0,17.75,47.23,115.11,0.136
1237,33,95.73,8,22.06,20,3,278,34,Ch10,214,Path_D,1,8.25,43.64,246.65,-0.104
1238,22,83.01,15,13.29,50,8,96,70,Ch8,185,Path_C,0,16.75,32.4,106.19,0.186
1239,6,5.15,10,17.51,30,8,144,67,Ch6,178,Path_A,1,14.03,32.1,145.07,0.114
1240,5,65.46,1,21.14,10,2,84,27,Ch6,269,Path_B,1,6.78,45.17,76.86,-0.085
1241,9,9.86,13,17.76,5,4,242,32,Ch4,247,Path_D,1,17.96,28.55,217.69,0.193
1242,24,29.47,2,8.0,5,1,249,67,Ch7,96,Path_D,1,1.0,49.31,242.67,-0.29
1243,15,10.65,2,12.8,20,4,125,22,Ch8,277,Path_A,0,2.78,49.59,114.76,-0.208
1244,46,62.36,3,25.06,30,4,172,84,Ch3,294,Path_B,0,2.37,57.32,183.52,-0.277
1245,6,70.23,13,26.54,5,9,295,92,Ch7,252,Path_B,0,22.45,28.98,279.1,0.27
1246,7,15.88,6,8.43,20,3,298,50,Ch3,54,Path_D,1,9.57,39.33,273.14,-0.063
1247,27,41.46,1,28.81,50,2,132,45,Ch8,227,Path_A,0,10.97,57.84,129.44,-0.069
1248,16,48.34,2,13.22,20,9,74,75,Ch1,73,Path_C,1,5.12,48.07,100.97,-0.144
1249,24,40.06,13,21.56,20,9,106,53,Ch1,224,Path_D,1,17.34,33.16,110.77,0.194
1250,9,16.5,15,23.8,20,1,81,28,Ch6,67,Path_B,0,22.05,27.0,77.46,0.339
1251,41,44.8,13,25.3,10,6,112,81,Ch10,133,Path_C,1,11.99,36.26,138.42,0.051
1252,42,76.36,1,28.64,20,8,61,32,Ch9,205,Path_A,1,3.88,56.36,67.5,-0.199
1253,34,11.75,5,12.82,20,3,112,88,Ch4,254,Path_B,1,3.2,47.9,140.86,-0.2
1254,13,12.62,13,26.46,10,9,126,60,Ch6,54,Path_C,0,20.71,34.07,132.08,0.258
1255,38,38.7,13,8.29,10,2,141,96,Ch5,79,Path_D,1,8.65,37.45,156.56,-0.035
1256,48,94.46,7,22.63,50,6,50,20,Ch1,50,Path_B,0,8.83,53.92,47.08,-0.07
1257,39,68.51,8,23.55,30,1,228,66,Ch6,135,Path_A,1,11.59,44.88,215.91,-0.025
1258,26,69.47,10,21.94,5,7,119,23,Ch9,131,Path_B,0,13.21,41.84,103.57,0.064
1259,48,39.38,1,11.31,5,3,185,82,Ch3,223,Path_D,1,1.0,59.37,183.46,-0.317
1260,28,61.4,7,26.83,20,7,245,71,Ch3,118,Path_A,0,14.24,47.25,237.51,0.016
1261,21,5.96,13,9.22,50,4,182,29,Ch2,80,Path_D,0,11.86,34.8,157.38,0.049
1262,14,65.43,5,6.34,20,9,266,47,Ch4,247,Path_C,1,1.0,40.54,236.99,-0.247
1263,34,91.76,10,22.94,5,5,135,25,Ch10,140,Path_B,1,11.0,39.68,121.98,0.019
1264,27,63.19,1,16.89,10,3,269,46,Ch3,233,Path_D,1,2.46,53.09,235.26,-0.273
1265,36,88.0,3,26.23,30,8,88,31,Ch2,266,Path_C,1,8.55,51.24,93.15,-0.08
1266,21,73.78,7,14.58,50,6,72,81,Ch1,142,Path_A,0,7.08,45.52,92.51,-0.086
1267,21,16.45,10,9.21,10,2,117,71,Ch3,176,Path_A,1,8.33,34.43,130.41,-0.019
1268,18,90.73,1,25.91,30,3,229,67,Ch10,205,Path_C,0,9.73,55.08,217.93,-0.114
1269,13,11.31,7,18.72,50,8,53,86,Ch6,65,Path_C,1,12.04,37.42,85.13,0.065
1270,44,55.73,5,9.73,50,7,175,65,Ch9,103,Path_A,0,1.0,55.55,166.02,-0.293
1271,6,18.5,1,23.01,5,6,224,93,Ch5,230,Path_D,0,9.83,52.52,230.05,-0.104
1272,49,6.11,1,17.78,10,1,70,34,Ch3,189,Path_C,0,1.0,63.96,76.72,-0.302
1273,29,45.09,14,20.11,50,9,278,90,Ch5,69,Path_D,1,16.22,30.26,264.02,0.13
1274,43,33.03,1,16.52,50,3,233,55,Ch5,131,Path_A,1,1.6,53.75,217.44,-0.289
1275,13,51.17,11,25.72,30,5,154,33,Ch5,211,Path_D,0,17.52,37.3,141.57,0.168
1276,26,59.83,9,25.74,5,7,115,97,Ch7,296,Path_D,0,17.91,42.48,134.1,0.156
1277,47,9.16,11,22.73,20,7,236,22,Ch5,230,Path_C,0,10.14,48.57,195.53,-0.067
1278,8,16.69,13,7.64,5,3,56,86,Ch7,241,Path_D,0,15.68,32.96,93.49,0.164
1279,30,58.07,3,25.97,20,4,98,38,Ch9,200,Path_D,0,8.1,54.75,98.95,-0.108
1280,33,37.6,15,21.78,10,7,65,95,Ch5,158,Path_D,1,12.24,31.34,96.68,0.094
1281,49,74.27,13,22.43,10,8,194,73,Ch2,204,Path_A,0,12.62,47.81,187.41,-0.005
1282,38,66.97,5,14.07,50,2,133,88,Ch5,162,Path_A,1,3.93,53.16,147.82,-0.21
1283,27,85.33,11,26.98,10,9,299,29,Ch8,66,Path_B,1,16.96,36.18,251.48,0.123
1284,41,70.79,10,23.13,50,7,136,52,Ch4,225,Path_A,1,10.08,42.83,130.57,-0.019
1285,15,45.84,12,7.81,5,8,147,32,Ch2,198,Path_A,0,10.44,36.65,124.89,0.019
1286,10,68.93,9,15.19,10,6,124,70,Ch10,227,Path_B,0,11.77,39.11,139.9,0.032
1287,22,31.16,6,27.16,5,6,83,51,Ch3,217,Path_B,0,13.38,46.35,96.75,0.049
1288,25,34.1,12,6.18,5,9,210,94,Ch9,175,Path_C,0,9.37,37.87,208.63,-0.039
1289,46,79.95,9,29.04,10,4,75,43,Ch9,272,Path_C,1,12.89,43.6,82.18,0.056
1290,40,47.41,8,21.98,5,5,115,54,Ch8,52,Path_A,1,10.61,45.61,114.49,-0.015
1291,45,80.85,8,20.78,10,9,174,89,Ch8,66,Path_D,1,7.33,45.72,182.39,-0.112
1292,42,83.13,1,11.76,10,1,112,59,Ch8,238,Path_C,0,1.0,57.23,117.38,-0.284
1293,38,86.47,13,11.22,10,4,136,73,Ch8,99,Path_C,0,6.1,42.57,143.16,-0.111
1294,21,92.08,9,28.55,20,7,90,63,Ch8,171,Path_A,0,16.53,42.74,113.51,0.131
1295,41,45.94,6,12.46,5,9,263,81,Ch1,139,Path_D,0,1.0,55.32,248.7,-0.32
1296,29,35.29,9,24.39,30,6,235,87,Ch6,136,Path_B,0,12.41,45.76,227.46,-0.014
1297,42,60.31,3,14.83,10,8,147,52,Ch9,55,Path_B,0,1.25,55.88,139.79,-0.28
1298,16,40.26,12,8.48,5,9,173,96,Ch8,205,Path_A,1,11.77,28.46,191.62,0.064
1299,27,62.1,3,5.27,50,4,128,75,Ch3,249,Path_A,1,1.0,47.52,131.64,-0.244
1300,46,72.03,6,18.61,10,1,59,55,Ch1,104,Path_D,0,5.6,53.86,70.89,-0.15
1301,26,70.4,9,29.39,10,8,64,73,Ch2,235,Path_A,1,12.34,40.71,94.93,0.053
1302,25,40.58,7,14.23,30,2,91,38,Ch2,222,Path_A,1,7.6,41.99,93.02,-0.058
1303,31,20.85,14,13.93,20,1,142,62,Ch7,249,Path_A,1,8.61,35.0,145.56,-0.021
1304,35,45.9,13,13.6,20,7,234,31,Ch6,196,Path_D,1,7.78,34.01,213.36,-0.058
1305,10,18.55,3,18.01,10,9,264,30,Ch2,151,Path_A,0,9.03,49.95,227.43,-0.109
1306,31,89.56,3,16.02,5,9,66,89,Ch8,78,Path_C,1,6.76,50.88,93.76,-0.118
1307,44,37.86,2,27.0,50,3,237,31,Ch9,200,Path_D,0,7.04,57.17,203.69,-0.179
1308,38,19.67,9,17.64,50,6,58,60,Ch7,160,Path_C,0,8.46,49.88,70.72,-0.068
